average_meeting_duration,mice_combination,number_of_meetings,phase,room_id,total_meeting_duration
27766.0,0065-0136665886_0065-0136673193,3,PHASE 3 light,3,83298
116014.53658536586,0065-0136665886_0065-0136659288,82,PHASE 1 dark,1,9513192
13472.586666666666,0065-0136665886_0065-0136659288,75,PHASE 1 dark,2,1010444
21388.094339622643,0065-0136665886_0065-0136659288,159,PHASE 1 dark,3,3400707
11265.583333333334,0065-0136665886_0065-0136659288,72,PHASE 1 dark,4,811122
432333.72413793101,0065-0136665886_0065-0136659288,58,PHASE 1 light,1,25075356
34300.142857142855,0065-0136665886_0065-0136659288,7,PHASE 1 light,2,240101
12398.125,0065-0136665886_0065-0136659288,8,PHASE 1 light,3,99185
58466.642857142855,0065-0136665886_0065-0136659288,28,PHASE 1 light,4,1637066
55498.133689839575,0065-0136665886_0065-0136659288,187,PHASE 2 dark,1,10378151
311144.27777777775,0065-0136665886_0065-0136659288,36,PHASE 2 dark,2,11201194
13668.725490196079,0065-0136665886_0065-0136659288,51,PHASE 2 dark,3,697105
17415.625,0065-0136665886_0065-0136659288,112,PHASE 2 dark,4,1950550
12009.625,0065-0136665886_0065-0136659288,8,PHASE 2 light,1,96077
285779.26881720428,0065-0136665886_0065-0136659288,93,PHASE 2 light,2,26577472
4863.0,0065-0136665886_0065-0136659288,3,PHASE 2 light,3,14589
5393.8571428571431,0065-0136665886_0065-0136659288,7,PHASE 2 light,4,37757
201820.21875,0065-0136665886_0065-0136659288,32,PHASE 3 dark,1,6458247
104326.83660130719,0065-0136665886_0065-0136659288,153,PHASE 3 dark,2,15962006
10723.733333333334,0065-0136665886_0065-0136659288,30,PHASE 3 dark,3,321712
26796.115384615383,0065-0136665886_0065-0136659288,26,PHASE 3 dark,4,696699
878720.71428571432,0065-0136665886_0065-0136659288,7,PHASE 3 light,1,6151045
625273.6481481482,0065-0136665886_0065-0136659288,54,PHASE 3 light,2,33764777
4816.0,0065-0136665886_0065-0136659288,2,PHASE 3 light,3,9632
2508.0,0065-0136665886_0065-0136659288,2,PHASE 3 light,4,5016
126397.77380952382,0065-0136665886_0065-0136671473,84,PHASE 1 dark,1,10617413
27060.691358024691,0065-0136665886_0065-0136671473,81,PHASE 1 dark,2,2191916
44428.195488721802,0065-0136665886_0065-0136671473,133,PHASE 1 dark,3,5908950
13721.557692307691,0065-0136665886_0065-0136671473,52,PHASE 1 dark,4,713521
433460.5,0065-0136665886_0065-0136671473,66,PHASE 1 light,1,28608393
35879.714285714283,0065-0136665886_0065-0136671473,7,PHASE 1 light,2,251158
10867.125,0065-0136665886_0065-0136671473,8,PHASE 1 light,3,86937
90818.711111111115,0065-0136665886_0065-0136671473,45,PHASE 1 light,4,4086842
67888.005102040814,0065-0136665886_0065-0136671473,196,PHASE 2 dark,1,13306049
33295.294117647056,0065-0136665886_0065-0136671473,51,PHASE 2 dark,2,1698060
14002.765625,0065-0136665886_0065-0136671473,64,PHASE 2 dark,3,896177
22244.414634146342,0065-0136665886_0065-0136671473,82,PHASE 2 dark,4,1824042
11664.200000000001,0065-0136665886_0065-0136671473,5,PHASE 2 light,1,58321
269745.6875,0065-0136665886_0065-0136671473,96,PHASE 2 light,2,25895586
7211.818181818182,0065-0136665886_0065-0136671473,11,PHASE 2 light,3,79330
5017.090909090909,0065-0136665886_0065-0136671473,11,PHASE 2 light,4,55188
47732.695652173912,0065-0136665886_0065-0136671473,23,PHASE 3 dark,1,1097852
95869.118055555562,0065-0136665886_0065-0136671473,144,PHASE 3 dark,2,13805153
13060.833333333334,0065-0136665886_0065-0136671473,24,PHASE 3 dark,3,313460
26426.814814814814,0065-0136665886_0065-0136671473,27,PHASE 3 dark,4,713524
221161.28571428571,0065-0136665886_0065-0136671473,7,PHASE 3 light,1,1548129
633305.96078431373,0065-0136665886_0065-0136671473,51,PHASE 3 light,2,32298604
5602.0,0065-0136665886_0065-0136671473,2,PHASE 3 light,3,11204
191462.32692307694,0065-0136665886_0065-0136653169,52,PHASE 1 dark,1,9956041
18064.936170212764,0065-0136665886_0065-0136653169,47,PHASE 1 dark,2,849052
89624.880281690144,0065-0136665886_0065-0136653169,142,PHASE 1 dark,3,12726733
13640.705882352941,0065-0136665886_0065-0136653169,51,PHASE 1 dark,4,695676
374391.11428571428,0065-0136665886_0065-0136653169,70,PHASE 1 light,1,26207378
12126.200000000001,0065-0136665886_0065-0136653169,10,PHASE 1 light,2,121262
10795.727272727272,0065-0136665886_0065-0136653169,11,PHASE 1 light,3,118753
41154.948717948719,0065-0136665886_0065-0136653169,39,PHASE 1 light,4,1605043
75020.75109170306,0065-0136665886_0065-0136653169,229,PHASE 2 dark,1,17179752
25069.151515151516,0065-0136665886_0065-0136653169,33,PHASE 2 dark,2,827282
19384.127659574468,0065-0136665886_0065-0136653169,47,PHASE 2 dark,3,911054
18410.71212121212,0065-0136665886_0065-0136653169,66,PHASE 2 dark,4,1215107
5425.75,0065-0136665886_0065-0136653169,4,PHASE 2 light,1,21703
300140.69318181818,0065-0136665886_0065-0136653169,88,PHASE 2 light,2,26412381
6749.0,0065-0136665886_0065-0136653169,11,PHASE 2 light,3,74239
9192.3999999999996,0065-0136665886_0065-0136653169,5,PHASE 2 light,4,45962
194471.93939393939,0065-0136665886_0065-0136653169,33,PHASE 3 dark,1,6417574
83522.5,0065-0136665886_0065-0136653169,74,PHASE 3 dark,2,6180665
11802.62962962963,0065-0136665886_0065-0136653169,27,PHASE 3 dark,3,318671
22303.060606060608,0065-0136665886_0065-0136653169,33,PHASE 3 dark,4,736001
164730.0,0065-0136665886_0065-0136653169,22,PHASE 3 light,1,3624060
692029.26470588241,0065-0136665886_0065-0136653169,34,PHASE 3 light,2,23528995
44424.0,0065-0136665886_0065-0136653169,2,PHASE 3 light,3,88848
10435.25,0065-0136665886_0065-0136653169,4,PHASE 3 light,4,41741
100145.1204819277,0065-0136665886_0065-0136660676,83,PHASE 1 dark,1,8312045
26797.590163934427,0065-0136665886_0065-0136660676,61,PHASE 1 dark,2,1634653
88213.353846153841,0065-0136665886_0065-0136660676,130,PHASE 1 dark,3,11467736
15329.984615384616,0065-0136665886_0065-0136660676,65,PHASE 1 dark,4,996449
364331.07462686568,0065-0136665886_0065-0136660676,67,PHASE 1 light,1,24410182
14736.5,0065-0136665886_0065-0136660676,6,PHASE 1 light,2,88419
22035.307692307691,0065-0136665886_0065-0136660676,13,PHASE 1 light,3,286459
49596.222222222219,0065-0136665886_0065-0136660676,27,PHASE 1 light,4,1339098
90193.522580645164,0065-0136665886_0065-0136660676,155,PHASE 2 dark,1,13979996
26318.018181818181,0065-0136665886_0065-0136660676,55,PHASE 2 dark,2,1447491
15498.831683168317,0065-0136665886_0065-0136660676,101,PHASE 2 dark,3,1565382
19423.391304347828,0065-0136665886_0065-0136660676,69,PHASE 2 dark,4,1340214
14844.0,0065-0136665886_0065-0136660676,7,PHASE 2 light,1,103908
288129.11235955055,0065-0136665886_0065-0136660676,89,PHASE 2 light,2,25643491
11769.333333333334,0065-0136665886_0065-0136660676,6,PHASE 2 light,3,70616
3902.0,0065-0136665886_0065-0136660676,9,PHASE 2 light,4,35118
46355.384615384617,0065-0136665886_0065-0136660676,26,PHASE 3 dark,1,1205240
56705.307086614172,0065-0136665886_0065-0136660676,127,PHASE 3 dark,2,7201574
13010.444444444445,0065-0136665886_0065-0136660676,45,PHASE 3 dark,3,585470
16790.923076923078,0065-0136665886_0065-0136660676,13,PHASE 3 dark,4,218282
240341.60000000001,0065-0136665886_0065-0136660676,15,PHASE 3 light,1,3605124
688250.09756097558,0065-0136665886_0065-0136660676,41,PHASE 3 light,2,28218254
36159.142857142855,0065-0136665886_0065-0136660676,7,PHASE 3 light,3,253114
14663.200000000001,0065-0136665886_0065-0136660676,5,PHASE 3 light,4,73316
103016.63917525773,0065-0136665886_0065-0136667521,97,PHASE 1 dark,1,9992614
17287.849315068492,0065-0136665886_0065-0136667521,73,PHASE 1 dark,2,1262013
103126.14999999999,0065-0136665886_0065-0136667521,100,PHASE 1 dark,3,10312615
16091.716216216217,0065-0136665886_0065-0136667521,74,PHASE 1 dark,4,1190787
357266.59999999998,0065-0136665886_0065-0136667521,80,PHASE 1 light,1,28581328
21426.0,0065-0136665886_0065-0136667521,7,PHASE 1 light,2,149982
4802.5,0065-0136665886_0065-0136667521,4,PHASE 1 light,3,19210
70698.071428571435,0065-0136665886_0065-0136667521,14,PHASE 1 light,4,989773
80889.058536585362,0065-0136665886_0065-0136667521,205,PHASE 2 dark,1,16582257
34676.484848484848,0065-0136665886_0065-0136667521,33,PHASE 2 dark,2,1144324
7756.4285714285716,0065-0136665886_0065-0136667521,35,PHASE 2 dark,3,271475
24388.914285714287,0065-0136665886_0065-0136667521,70,PHASE 2 dark,4,1707224
20900.0,0065-0136665886_0065-0136667521,6,PHASE 2 light,1,125400
283477.5894736842,0065-0136665886_0065-0136667521,95,PHASE 2 light,2,26930371
4534.8000000000002,0065-0136665886_0065-0136667521,5,PHASE 2 light,3,22674
202621.51515151514,0065-0136665886_0065-0136667521,33,PHASE 3 dark,1,6686510
123351.72631578948,0065-0136665886_0065-0136667521,95,PHASE 3 dark,2,11718414
14395.611111111111,0065-0136665886_0065-0136667521,18,PHASE 3 dark,3,259121
33953.0,0065-0136665886_0065-0136667521,25,PHASE 3 dark,4,848825
1451525.0,0065-0136665886_0065-0136667521,6,PHASE 3 light,1,8709150
486991.29999999999,0065-0136665886_0065-0136667521,50,PHASE 3 light,2,24349565
3576.8333333333335,0065-0136665886_0065-0136667521,6,PHASE 3 light,3,21461
14933.142857142857,0065-0136665886_0065-0136667521,7,PHASE 3 light,4,104532
207758.22448979592,0065-0136665886_0065-0136661759,49,PHASE 1 dark,1,10180153
18388.341463414636,0065-0136665886_0065-0136661759,41,PHASE 1 dark,2,753922
93838.529411764699,0065-0136665886_0065-0136661759,153,PHASE 1 dark,3,14357295
13420.916666666666,0065-0136665886_0065-0136661759,36,PHASE 1 dark,4,483153
341293.73255813954,0065-0136665886_0065-0136661759,86,PHASE 1 light,1,29351261
17212.0,0065-0136665886_0065-0136661759,2,PHASE 1 light,2,34424
12385.333333333334,0065-0136665886_0065-0136661759,3,PHASE 1 light,3,37156
101993.78947368421,0065-0136665886_0065-0136661759,19,PHASE 1 light,4,1937882
89426.111111111109,0065-0136665886_0065-0136661759,243,PHASE 2 dark,1,21730545
50203.0,0065-0136665886_0065-0136661759,8,PHASE 2 dark,2,401624
6785.0,0065-0136665886_0065-0136661759,2,PHASE 2 dark,3,13570
44300.526315789473,0065-0136665886_0065-0136661759,19,PHASE 2 dark,4,841710
29779.857142857141,0065-0136665886_0065-0136661759,7,PHASE 2 light,1,208459
316391.16883116885,0065-0136665886_0065-0136661759,77,PHASE 2 light,2,24362120
24297.0,0065-0136665886_0065-0136661759,2,PHASE 2 light,4,48594
75333.583333333328,0065-0136665886_0065-0136661759,12,PHASE 3 dark,1,904003
273097.80952380953,0065-0136665886_0065-0136661759,105,PHASE 3 dark,2,28675270
22475.461538461539,0065-0136665886_0065-0136661759,13,PHASE 3 dark,3,292181
1864967.3999999999,0065-0136665886_0065-0136661759,5,PHASE 3 light,1,9324837
582522.19999999995,0065-0136665886_0065-0136661759,50,PHASE 3 light,2,29126110
47466.459016393441,0065-0136651817_0065-0136655780,183,PHASE 1 dark,1,8686362
11501.506024096385,0065-0136651817_0065-0136655780,83,PHASE 1 dark,2,954625
21508.063829787236,0065-0136651817_0065-0136655780,141,PHASE 1 dark,3,3032637
11334.180555555555,0065-0136651817_0065-0136655780,72,PHASE 1 dark,4,816061
282803.83495145629,0065-0136651817_0065-0136655780,103,PHASE 1 light,1,29128795
15637.875,0065-0136651817_0065-0136655780,8,PHASE 1 light,2,125103
11990.5,0065-0136651817_0065-0136655780,4,PHASE 1 light,3,47962
48473.599999999999,0065-0136651817_0065-0136655780,25,PHASE 1 light,4,1211840
88711.902298850575,0065-0136651817_0065-0136655780,174,PHASE 2 dark,1,15435871
18405.27027027027,0065-0136651817_0065-0136655780,37,PHASE 2 dark,2,680995
11555.894736842105,0065-0136651817_0065-0136655780,19,PHASE 2 dark,3,219562
21763.036363636365,0065-0136651817_0065-0136655780,55,PHASE 2 dark,4,1196967
19145.142857142859,0065-0136651817_0065-0136655780,7,PHASE 2 light,1,134016
206724.44094488188,0065-0136651817_0065-0136655780,127,PHASE 2 light,2,26254004
1936.0,0065-0136651817_0065-0136655780,4,PHASE 2 light,3,7744
5308.333333333333,0065-0136651817_0065-0136655780,3,PHASE 2 light,4,15925
222712.23076923078,0065-0136651817_0065-0136655780,39,PHASE 3 dark,1,8685777
82011.294573643405,0065-0136651817_0065-0136655780,129,PHASE 3 dark,2,10579457
16395.722222222223,0065-0136651817_0065-0136655780,18,PHASE 3 dark,3,295123
32276.23076923077,0065-0136651817_0065-0136655780,13,PHASE 3 dark,4,419591
34882.23529411765,0065-0136651817_0065-0136655780,17,PHASE 3 light,1,592998
451612.4259259259,0065-0136651817_0065-0136655780,54,PHASE 3 light,2,24387071
4268.0,0065-0136651817_0065-0136655780,2,PHASE 3 light,3,8536
34143.0,0065-0136651817_0065-0136655780,2,PHASE 3 light,4,68286
114063.25,0065-0136651817_0065-0136673193,56,PHASE 1 dark,1,6387542
15314.27027027027,0065-0136651817_0065-0136673193,37,PHASE 1 dark,2,566628
83052.6484375,0065-0136651817_0065-0136673193,128,PHASE 1 dark,3,10630739
15808.131578947368,0065-0136651817_0065-0136673193,38,PHASE 1 dark,4,600709
283138.84946236562,0065-0136651817_0065-0136673193,93,PHASE 1 light,1,26331913
3831.6666666666665,0065-0136651817_0065-0136673193,3,PHASE 1 light,2,11495
8298.0,0065-0136651817_0065-0136673193,4,PHASE 1 light,3,33192
38211.57894736842,0065-0136651817_0065-0136673193,19,PHASE 1 light,4,726020
128812.7074829932,0065-0136651817_0065-0136673193,147,PHASE 2 dark,1,18935468
127844.0,0065-0136651817_0065-0136673193,21,PHASE 2 dark,2,2684724
6653.166666666667,0065-0136651817_0065-0136673193,6,PHASE 2 dark,3,39919
32745.07894736842,0065-0136651817_0065-0136673193,38,PHASE 2 dark,4,1244313
9995.5,0065-0136651817_0065-0136673193,8,PHASE 2 light,1,79964
231503.3119266055,0065-0136651817_0065-0136673193,109,PHASE 2 light,2,25233861
8495.3333333333339,0065-0136651817_0065-0136673193,3,PHASE 2 light,3,25486
37441.272727272728,0065-0136651817_0065-0136673193,11,PHASE 2 light,4,411854
281808.53125,0065-0136651817_0065-0136673193,32,PHASE 3 dark,1,9017873
92582.767857142855,0065-0136651817_0065-0136673193,112,PHASE 3 dark,2,10369270
25948.5,0065-0136651817_0065-0136673193,8,PHASE 3 dark,3,207588
63731.692307692305,0065-0136651817_0065-0136673193,13,PHASE 3 dark,4,828512
106579.77777777778,0065-0136651817_0065-0136673193,27,PHASE 3 light,1,2877654
481558.32558139536,0065-0136651817_0065-0136673193,43,PHASE 3 light,2,20707008
10842.333333333334,0065-0136651817_0065-0136673193,3,PHASE 3 light,4,32527
70583.112903225803,0065-0136651817_0065-0136659288,124,PHASE 1 dark,1,8752306
20324.290909090909,0065-0136651817_0065-0136659288,55,PHASE 1 dark,2,1117836
18443.357664233576,0065-0136651817_0065-0136659288,137,PHASE 1 dark,3,2526740
14562.387500000001,0065-0136651817_0065-0136659288,80,PHASE 1 dark,4,1164991
276395.52325581393,0065-0136651817_0065-0136659288,86,PHASE 1 light,1,23770015
10548.666666666666,0065-0136651817_0065-0136659288,6,PHASE 1 light,2,63292
9270.0,0065-0136651817_0065-0136659288,7,PHASE 1 light,3,64890
20947.150000000001,0065-0136651817_0065-0136659288,20,PHASE 1 light,4,418943
75897.186206896557,0065-0136651817_0065-0136659288,145,PHASE 2 dark,1,11005092
24350.83870967742,0065-0136651817_0065-0136659288,31,PHASE 2 dark,2,754876
22048.885714285716,0065-0136651817_0065-0136659288,35,PHASE 2 dark,3,771711
36694.441176470587,0065-0136651817_0065-0136659288,68,PHASE 2 dark,4,2495222
2946.3333333333335,0065-0136651817_0065-0136659288,3,PHASE 2 light,1,8839
227745.61607142858,0065-0136651817_0065-0136659288,112,PHASE 2 light,2,25507509
18415.599999999999,0065-0136651817_0065-0136659288,5,PHASE 2 light,3,92078
105731.72727272728,0065-0136651817_0065-0136659288,11,PHASE 2 light,4,1163049
151442.8208955224,0065-0136651817_0065-0136659288,67,PHASE 3 dark,1,10146669
58627.833333333336,0065-0136651817_0065-0136659288,96,PHASE 3 dark,2,5628272
28398.833333333332,0065-0136651817_0065-0136659288,24,PHASE 3 dark,3,681572
44507.4375,0065-0136651817_0065-0136659288,32,PHASE 3 dark,4,1424238
243604.85185185185,0065-0136651817_0065-0136659288,27,PHASE 3 light,1,6577331
586553.97674418602,0065-0136651817_0065-0136659288,43,PHASE 3 light,2,25221821
11969.75,0065-0136651817_0065-0136659288,4,PHASE 3 light,3,47879
30613.25,0065-0136651817_0065-0136659288,8,PHASE 3 light,4,244906
75334.315315315311,0065-0136651817_0065-0136671473,111,PHASE 1 dark,1,8362109
19180.084337349399,0065-0136651817_0065-0136671473,83,PHASE 1 dark,2,1591947
44879.509803921566,0065-0136651817_0065-0136671473,102,PHASE 1 dark,3,4577710
17590.491228070176,0065-0136651817_0065-0136671473,57,PHASE 1 dark,4,1002658
271938.39583333331,0065-0136651817_0065-0136671473,96,PHASE 1 light,1,26106086
10831.0,0065-0136651817_0065-0136671473,7,PHASE 1 light,2,75817
7142.5,0065-0136651817_0065-0136671473,8,PHASE 1 light,3,57140
17063.736842105263,0065-0136651817_0065-0136671473,19,PHASE 1 light,4,324211
90795.458333333328,0065-0136651817_0065-0136671473,144,PHASE 2 dark,1,13074546
85164.568627450979,0065-0136651817_0065-0136671473,51,PHASE 2 dark,2,4343393
12089.795454545454,0065-0136651817_0065-0136671473,44,PHASE 2 dark,3,531951
23944.985714285714,0065-0136651817_0065-0136671473,70,PHASE 2 dark,4,1676149
29010.700000000001,0065-0136651817_0065-0136671473,10,PHASE 2 light,1,290107
220083.97368421053,0065-0136651817_0065-0136671473,114,PHASE 2 light,2,25089573
28340.571428571428,0065-0136651817_0065-0136671473,7,PHASE 2 light,3,198384
44048.75,0065-0136651817_0065-0136671473,12,PHASE 2 light,4,528585
219700.015625,0065-0136651817_0065-0136671473,64,PHASE 3 dark,1,14060801
68970.870967741939,0065-0136651817_0065-0136671473,93,PHASE 3 dark,2,6414291
18907.809523809523,0065-0136651817_0065-0136671473,42,PHASE 3 dark,3,794128
63881.413793103449,0065-0136651817_0065-0136671473,29,PHASE 3 dark,4,1852561
116614.88888888889,0065-0136651817_0065-0136671473,27,PHASE 3 light,1,3148602
596368.02325581398,0065-0136651817_0065-0136671473,43,PHASE 3 light,2,25643825
6455.0,0065-0136651817_0065-0136671473,2,PHASE 3 light,3,12910
38683.428571428572,0065-0136651817_0065-0136671473,7,PHASE 3 light,4,270784
77067.340425531918,0065-0136651817_0065-0136653169,94,PHASE 1 dark,1,7244330
15431.973684210527,0065-0136651817_0065-0136653169,38,PHASE 1 dark,2,586415
75243.034188034188,0065-0136651817_0065-0136653169,117,PHASE 1 dark,3,8803435
12503.092592592593,0065-0136651817_0065-0136653169,54,PHASE 1 dark,4,675167
204930.42148760331,0065-0136651817_0065-0136653169,121,PHASE 1 light,1,24796581
50716.333333333336,0065-0136651817_0065-0136653169,3,PHASE 1 light,2,152149
13093.666666666666,0065-0136651817_0065-0136653169,6,PHASE 1 light,3,78562
35025.291666666664,0065-0136651817_0065-0136653169,24,PHASE 1 light,4,840607
98993.666666666672,0065-0136651817_0065-0136653169,168,PHASE 2 dark,1,16630936
40089.0,0065-0136651817_0065-0136653169,35,PHASE 2 dark,2,1403115
13171.76923076923,0065-0136651817_0065-0136653169,13,PHASE 2 dark,3,171233
17358.902777777777,0065-0136651817_0065-0136653169,72,PHASE 2 dark,4,1249841
12763.888888888889,0065-0136651817_0065-0136653169,9,PHASE 2 light,1,114875
239955.54330708663,0065-0136651817_0065-0136653169,127,PHASE 2 light,2,30474354
21983.400000000001,0065-0136651817_0065-0136653169,5,PHASE 2 light,4,109917
275659.26229508198,0065-0136651817_0065-0136653169,61,PHASE 3 dark,1,16815215
57060.229508196724,0065-0136651817_0065-0136653169,61,PHASE 3 dark,2,3480674
40558.523809523809,0065-0136651817_0065-0136653169,21,PHASE 3 dark,3,851729
85849.96666666666,0065-0136651817_0065-0136653169,30,PHASE 3 dark,4,2575499
199916.27586206896,0065-0136651817_0065-0136653169,29,PHASE 3 light,1,5797572
357527.45098039217,0065-0136651817_0065-0136653169,51,PHASE 3 light,2,18233900
12502.666666666666,0065-0136651817_0065-0136653169,6,PHASE 3 light,3,75016
28591.285714285714,0065-0136651817_0065-0136653169,7,PHASE 3 light,4,200139
66882.949579831926,0065-0136651817_0065-0136660676,119,PHASE 1 dark,1,7959071
15898.666666666666,0065-0136651817_0065-0136660676,60,PHASE 1 dark,2,953920
