No,Size,Intensity,Animal_number,Picture_number,Age
34.0,2.883604,197.584291,1283.0,2.0,17.0
35.0,2.697525,248.827931,1283.0,2.0,17.0
36.0,2.849738,314.144097,1283.0,2.0,17.0
37.0,2.649091,211.019093,1283.0,2.0,17.0
38.0,2.893876,210.077594,1283.0,2.0,17.0
39.0,2.520866,273.49227,1283.0,2.0,17.0
40.0,2.703698,340.757306,1283.0,2.0,17.0
41.0,2.41119,301.410628,1283.0,2.0,17.0
42.0,2.699916,184.083624,1283.0,2.0,17.0
43.0,2.825024,225.210073,1283.0,2.0,17.0
44.0,3.063654,268.729969,1283.0,2.0,17.0
45.0,2.967851,376.76273,1283.0,2.0,17.0
46.0,2.753713,244.24971,1283.0,2.0,17.0
47.0,2.514241,196.479546,1283.0,2.0,17.0
48.0,2.579718,341.774742,1283.0,2.0,17.0
1.0,2.645781,155.576448,1283.0,3.0,17.0
2.0,2.520986,170.383563,1283.0,3.0,17.0
3.0,3.050376,182.756072,1283.0,3.0,17.0
4.0,3.006036,298.402099,1283.0,3.0,17.0
5.0,2.911567,374.1101,1283.0,3.0,17.0
6.0,2.437716,280.582518,1283.0,3.0,17.0
7.0,2.473892,188.261565,1283.0,3.0,17.0
8.0,2.992787,306.137817,1283.0,3.0,17.0
9.0,2.507053,310.367503,1283.0,3.0,17.0
10.0,2.553926,358.766116,1283.0,3.0,17.0
11.0,2.754585,284.152641,1283.0,3.0,17.0
12.0,2.779847,176.15636,1283.0,3.0,17.0
13.0,3.086809,307.678566,1283.0,3.0,17.0
14.0,2.942057,178.914869,1283.0,3.0,17.0
15.0,2.49379,302.539886,1283.0,3.0,17.0
16.0,2.953347,140.175932,1283.0,3.0,17.0
17.0,2.406416,242.898799,1283.0,3.0,17.0
18.0,2.857676,269.722449,1283.0,3.0,17.0
19.0,2.51691,275.894039,1283.0,3.0,17.0
20.0,2.484318,321.438885,1283.0,3.0,17.0
21.0,3.033203,330.718058,1283.0,3.0,17.0
22.0,2.854808,272.744435,1283.0,3.0,17.0
23.0,2.716948,329.772945,1283.0,3.0,17.0
24.0,2.897291,308.582287,1283.0,3.0,17.0
25.0,2.58386,235.988545,1283.0,3.0,17.0
26.0,2.437821,215.762396,1283.0,3.0,17.0
27.0,2.647225,292.250964,1283.0,3.0,17.0
28.0,2.417979,290.778463,1283.0,3.0,17.0
29.0,2.937319,304.172992,1283.0,3.0,17.0
30.0,2.643234,318.36606,1283.0,3.0,17.0
31.0,2.686192,307.969759,1283.0,3.0,17.0
32.0,3.026947,277.249024,1283.0,3.0,17.0
33.0,2.850751,447.30273,1283.0,3.0,17.0
34.0,2.481256,268.41652,1283.0,3.0,17.0
35.0,2.585371,325.278698,1283.0,3.0,17.0
1.0,2.788772,306.228255,1283.0,4.0,17.0
2.0,2.856995,347.969284,1283.0,4.0,17.0
3.0,3.077379,204.191916,1283.0,4.0,17.0
4.0,3.045449,281.961996,1283.0,4.0,17.0
5.0,2.691162,193.736448,1283.0,4.0,17.0
6.0,2.985671,246.471372,1283.0,4.0,17.0
7.0,2.53979,174.133713,1283.0,4.0,17.0
8.0,2.551397,256.615934,1283.0,4.0,17.0
9.0,2.438284,279.707186,1283.0,4.0,17.0
10.0,2.825167,206.857471,1283.0,4.0,17.0
11.0,2.578212,178.5967,1283.0,4.0,17.0
12.0,2.434033,309.721362,1283.0,4.0,17.0
13.0,2.880023,342.956104,1283.0,4.0,17.0
14.0,2.865006,271.073857,1283.0,4.0,17.0
15.0,2.995862,219.150064,1283.0,4.0,17.0
16.0,2.457026,276.374612,1283.0,4.0,17.0
17.0,3.045708,181.763473,1283.0,4.0,17.0
18.0,2.504307,264.497873,1283.0,4.0,17.0
19.0,3.014337,173.499195,1283.0,4.0,17.0
20.0,2.681825,227.110059,1283.0,4.0,17.0
21.0,2.933111,249.485049,1283.0,4.0,17.0
22.0,2.453874,278.120837,1283.0,4.0,17.0
23.0,2.971537,245.028906,1283.0,4.0,17.0
24.0,2.401481,223.702101,1283.0,4.0,17.0
25.0,2.458781,278.087766,1283.0,4.0,17.0
26.0,2.764332,309.319375,1283.0,4.0,17.0
27.0,3.077489,279.270557,1283.0,4.0,17.0
28.0,2.680481,324.566609,1283.0,4.0,17.0
29.0,2.848002,239.407503,1283.0,4.0,17.0
30.0,2.632379,234.710055,1283.0,4.0,17.0
31.0,3.049954,326.363886,1283.0,4.0,17.0
32.0,3.085279,252.620876,1283.0,4.0,17.0
33.0,2.49295,200.559608,1283.0,4.0,17.0
34.0,3.05742,177.397209,1283.0,4.0,17.0
35.0,2.741591,224.604753,1283.0,4.0,17.0
36.0,2.652482,365.938481,1283.0,4.0,17.0
37.0,2.583769,367.417383,1283.0,4.0,17.0
38.0,2.964683,283.738997,1283.0,4.0,17.0
1.0,2.845236,275.853792,1283.0,5.0,17.0
2.0,2.727783,227.004913,1283.0,5.0,17.0
3.0,2.791361,339.293525,1283.0,5.0,17.0
4.0,2.463422,310.20365,1283.0,5.0,17.0
5.0,2.772906,332.459281,1283.0,5.0,17.0
6.0,2.725254,293.509785,1283.0,5.0,17.0
7.0,2.995911,233.450809,1283.0,5.0,17.0
8.0,2.446358,255.577342,1283.0,5.0,17.0
9.0,2.651958,235.622038,1283.0,5.0,17.0
10.0,2.882978,136.561638,1283.0,5.0,17.0
11.0,2.57475,301.948916,1283.0,5.0,17.0
12.0,2.918205,190.480772,1283.0,5.0,17.0
13.0,2.405969,362.623588,1283.0,5.0,17.0
14.0,2.979651,290.620456,1283.0,5.0,17.0
15.0,2.857655,260.018363,1283.0,5.0,17.0
16.0,2.482709,298.480208,1283.0,5.0,17.0
17.0,2.904318,340.064296,1283.0,5.0,17.0
18.0,2.475441,301.469874,1283.0,5.0,17.0
19.0,2.891393,339.783993,1283.0,5.0,17.0
20.0,2.697698,462.59975,1283.0,5.0,17.0
21.0,2.636178,390.739176,1283.0,5.0,17.0
22.0,2.550482,253.521978,1283.0,5.0,17.0
23.0,2.684141,194.71401,1283.0,5.0,17.0
24.0,2.639811,265.307874,1283.0,5.0,17.0
25.0,3.003759,258.681504,1283.0,5.0,17.0
26.0,2.921105,300.859955,1283.0,5.0,17.0
27.0,2.513388,210.164969,1283.0,5.0,17.0
28.0,2.416273,415.47218,1283.0,5.0,17.0
29.0,2.954683,350.606054,1283.0,5.0,17.0
30.0,2.499212,246.458365,1283.0,5.0,17.0
1.0,2.496916,329.105994,1056.0,1.0,20.0
2.0,2.711218,233.768737,1056.0,1.0,20.0
3.0,2.242477,383.949681,1056.0,1.0,20.0
4.0,2.224734,378.021656,1056.0,1.0,20.0
5.0,2.273887,334.942549,1056.0,1.0,20.0
6.0,2.233731,325.14152,1056.0,1.0,20.0
7.0,2.470611,313.571098,1056.0,1.0,20.0
8.0,2.429619,275.890581,1056.0,1.0,20.0
9.0,2.590366,160.547842,1056.0,1.0,20.0
10.0,2.613823,254.745862,1056.0,1.0,20.0
11.0,2.672382,331.53688,1056.0,1.0,20.0
12.0,2.402806,347.535366,1056.0,1.0,20.0
13.0,2.530436,345.727468,1056.0,1.0,20.0
14.0,2.526213,369.324042,1056.0,1.0,20.0
15.0,2.776059,281.303478,1056.0,1.0,20.0
16.0,2.61172,324.295084,1056.0,1.0,20.0
17.0,2.751559,235.56894,1056.0,1.0,20.0
18.0,2.226819,314.960356,1056.0,1.0,20.0
19.0,2.252695,287.288195,1056.0,1.0,20.0
20.0,2.877731,278.252469,1056.0,1.0,20.0
21.0,2.83195,199.278097,1056.0,1.0,20.0
22.0,2.376918,344.079334,1056.0,1.0,20.0
23.0,2.800067,308.50871,1056.0,1.0,20.0
24.0,2.54877,303.800525,1056.0,1.0,20.0
25.0,2.87947,166.260927,1056.0,1.0,20.0
26.0,2.314471,275.691674,1056.0,1.0,20.0
27.0,2.763436,303.563226,1056.0,1.0,20.0
28.0,2.720317,258.256428,1056.0,1.0,20.0
29.0,2.46413,303.625952,1056.0,1.0,20.0
30.0,2.728524,297.392596,1056.0,1.0,20.0
31.0,2.68764,325.292211,1056.0,1.0,20.0
1.0,2.81816,150.228587,1283.0,6.0,17.0
2.0,2.680635,183.485792,1283.0,6.0,17.0
3.0,2.576796,313.884871,1283.0,6.0,17.0
4.0,2.896344,276.652844,1283.0,6.0,17.0
5.0,2.972763,319.643143,1283.0,6.0,17.0
6.0,2.487526,344.668466,1283.0,6.0,17.0
7.0,2.646507,317.522571,1283.0,6.0,17.0
8.0,2.922905,300.85697,1283.0,6.0,17.0
9.0,2.708247,248.578653,1283.0,6.0,17.0
10.0,2.588758,199.10939,1283.0,6.0,17.0
11.0,3.098057,382.465957,1283.0,6.0,17.0
12.0,3.010456,309.987973,1283.0,6.0,17.0
13.0,2.866994,375.931215,1283.0,6.0,17.0
14.0,3.047272,297.592373,1283.0,6.0,17.0
15.0,2.414856,217.657172,1283.0,6.0,17.0
16.0,2.732204,287.041887,1283.0,6.0,17.0
17.0,2.6031,254.77953,1283.0,6.0,17.0
18.0,2.578449,310.559414,1283.0,6.0,17.0
19.0,2.791888,263.274003,1283.0,6.0,17.0
20.0,2.422837,282.915796,1283.0,6.0,17.0
21.0,2.672268,170.845641,1283.0,6.0,17.0
22.0,2.895559,256.045143,1283.0,6.0,17.0
23.0,2.453534,243.265103,1283.0,6.0,17.0
24.0,2.972358,326.778365,1283.0,6.0,17.0
25.0,2.466542,155.317328,1283.0,6.0,17.0
26.0,2.810046,242.132319,1283.0,6.0,17.0
27.0,3.067904,279.689582,1283.0,6.0,17.0
28.0,2.9094,330.57359,1283.0,6.0,17.0
29.0,2.572221,246.07706,1283.0,6.0,17.0
30.0,2.56009,311.766955,1283.0,6.0,17.0
31.0,2.50414,172.253632,1283.0,6.0,17.0
32.0,2.861882,209.93388,1283.0,6.0,17.0
33.0,2.654606,311.638856,1283.0,6.0,17.0
34.0,2.792113,213.967721,1283.0,6.0,17.0
35.0,2.95136,272.866165,1283.0,6.0,17.0
36.0,2.974905,231.315878,1283.0,6.0,17.0
37.0,2.729099,254.59129,1283.0,6.0,17.0
1.0,2.40661,328.8198,1283.0,7.0,17.0
2.0,2.919831,261.25164,1283.0,7.0,17.0
3.0,2.876055,279.124089,1283.0,7.0,17.0
4.0,2.681084,198.657985,1283.0,7.0,17.0
5.0,2.530244,284.75677,1283.0,7.0,17.0
6.0,2.624276,278.083651,1283.0,7.0,17.0
7.0,2.743801,333.23269,1283.0,7.0,17.0
8.0,3.050213,327.840714,1283.0,7.0,17.0
9.0,2.417152,280.923882,1283.0,7.0,17.0
10.0,2.936734,321.150789,1283.0,7.0,17.0
11.0,2.952255,168.023083,1283.0,7.0,17.0
12.0,2.909018,283.971095,1283.0,7.0,17.0
13.0,2.798383,269.349244,1283.0,7.0,17.0
14.0,2.885801,349.049534,1283.0,7.0,17.0
15.0,2.695574,273.658671,1283.0,7.0,17.0
16.0,3.076066,210.28532,1283.0,7.0,17.0
17.0,2.619117,251.651355,1283.0,7.0,17.0
18.0,2.516413,231.366836,1283.0,7.0,17.0
19.0,2.576231,239.168931,1283.0,7.0,17.0
20.0,2.892849,313.933562,1283.0,7.0,17.0
21.0,2.632873,201.779332,1283.0,7.0,17.0
22.0,2.531153,308.218887,1283.0,7.0,17.0
23.0,2.785938,227.392691,1283.0,7.0,17.0
24.0,2.4363,271.375475,1283.0,7.0,17.0
25.0,2.569314,332.986136,1283.0,7.0,17.0
26.0,2.661474,315.626559,1283.0,7.0,17.0
27.0,3.087927,351.6123,1283.0,7.0,17.0
28.0,2.788321,221.838233,1283.0,7.0,17.0
29.0,2.526106,311.345793,1283.0,7.0,17.0
30.0,2.542344,379.091764,1283.0,7.0,17.0
31.0,3.005048,340.730081,1283.0,7.0,17.0
32.0,2.999343,248.465279,1283.0,7.0,17.0
33.0,2.528176,303.816176,1283.0,7.0,17.0
34.0,2.467999,298.307519,1283.0,7.0,17.0
35.0,2.764766,333.073505,1283.0,7.0,17.0
36.0,2.955167,196.907528,1283.0,7.0,17.0
37.0,2.921693,260.725959,1283.0,7.0,17.0
38.0,2.669437,289.393122,1283.0,7.0,17.0
39.0,2.589089,286.072599,1283.0,7.0,17.0
1.0,2.402897,282.019827,1283.0,8.0,17.0
2.0,2.583952,213.062424,1283.0,8.0,17.0
3.0,2.690481,410.484085,1283.0,8.0,17.0
4.0,2.827595,270.785567,1283.0,8.0,17.0
5.0,2.782095,258.233513,1283.0,8.0,17.0
6.0,2.993211,339.202647,1283.0,8.0,17.0
7.0,2.727182,254.348934,1283.0,8.0,17.0
8.0,2.601336,387.646844,1283.0,8.0,17.0
9.0,2.586486,263.391914,1283.0,8.0,17.0
10.0,2.606253,453.571522,1283.0,8.0,17.0
11.0,2.457438,260.568746,1283.0,8.0,17.0
12.0,2.489322,283.87994,1283.0,8.0,17.0
13.0,2.910876,312.881162,1283.0,8.0,17.0
14.0,2.719478,233.689642,1283.0,8.0,17.0
15.0,2.718049,321.668445,1283.0,8.0,17.0
16.0,2.44991,283.206305,1283.0,8.0,17.0
17.0,2.983649,297.596615,1283.0,8.0,17.0
18.0,2.674247,317.240411,1283.0,8.0,17.0
19.0,3.092238,302.487129,1283.0,8.0,17.0
20.0,2.609492,366.049247,1283.0,8.0,17.0
21.0,2.657033,461.188553,1283.0,8.0,17.0
22.0,3.041273,132.67796,1283.0,8.0,17.0
23.0,2.440436,236.67756,1283.0,8.0,17.0
24.0,2.552256,342.976773,1283.0,8.0,17.0
25.0,2.596662,223.347969,1283.0,8.0,17.0
26.0,2.765176,374.452958,1283.0,8.0,17.0
27.0,2.601697,331.01275,1283.0,8.0,17.0
28.0,2.485746,383.270682,1283.0,8.0,17.0
29.0,2.979952,354.078334,1283.0,8.0,17.0
30.0,2.63366,276.499421,1283.0,8.0,17.0
31.0,2.844234,303.493615,1283.0,8.0,17.0
32.0,2.629922,221.04074,1283.0,8.0,17.0
33.0,2.865359,257.205812,1283.0,8.0,17.0
34.0,2.782214,347.462271,1283.0,8.0,17.0
35.0,2.854074,379.154861,1283.0,8.0,17.0
36.0,2.789927,410.868509,1283.0,8.0,17.0
37.0,2.703454,214.023668,1283.0,8.0,17.0
38.0,2.963418,371.303166,1283.0,8.0,17.0
39.0,2.531773,257.664904,1283.0,8.0,17.0
40.0,2.821351,181.331832,1283.0,8.0,17.0
41.0,2.966865,155.27018,1283.0,8.0,17.0
1.0,3.032802,283.013977,1405.0,1.0,15.0
2.0,2.805899,225.318301,1405.0,1.0,15.0
3.0,2.713193,319.357567,1405.0,1.0,15.0
4.0,3.021796,211.629664,1405.0,1.0,15.0
5.0,2.977731,289.904099,1405.0,1.0,15.0
6.0,3.14408,227.022279,1405.0,1.0,15.0
7.0,2.996958,194.076406,1405.0,1.0,15.0
8.0,3.048074,294.288338,1405.0,1.0,15.0
9.0,2.616137,247.274138,1405.0,1.0,15.0
10.0,3.13181,184.053735,1405.0,1.0,15.0
11.0,2.832481,268.232001,1405.0,1.0,15.0
12.0,2.834173,341.610053,1405.0,1.0,15.0
13.0,2.807013,319.233244,1405.0,1.0,15.0
14.0,2.651446,394.338286,1405.0,1.0,15.0
15.0,3.018445,279.752533,1405.0,1.0,15.0
16.0,2.583715,210.487299,1405.0,1.0,15.0
17.0,3.018029,170.375424,1405.0,1.0,15.0
18.0,2.728253,423.943849,1405.0,1.0,15.0
19.0,2.456642,230.416298,1405.0,1.0,15.0
20.0,3.096203,236.460384,1405.0,1.0,15.0
21.0,2.746412,338.21803,1405.0,1.0,15.0
22.0,3.00266,296.302065,1405.0,1.0,15.0
23.0,2.931256,263.865625,1405.0,1.0,15.0
24.0,2.767044,283.079435,1405.0,1.0,15.0
25.0,2.914765,187.453106,1405.0,1.0,15.0
26.0,2.625133,335.005196,1405.0,1.0,15.0
27.0,3.102193,315.415746,1405.0,1.0,15.0
28.0,3.00943,221.280152,1405.0,1.0,15.0
29.0,2.938831,317.294307,1405.0,1.0,15.0
30.0,2.720724,224.467823,1405.0,1.0,15.0
1.0,2.605448,236.341885,1405.0,2.0,15.0
2.0,2.970105,303.568086,1405.0,2.0,15.0
3.0,2.958653,348.545632,1405.0,2.0,15.0
4.0,2.492814,314.440303,1405.0,2.0,15.0
5.0,2.694695,355.857185,1405.0,2.0,15.0
6.0,2.555624,280.45956,1405.0,2.0,15.0
7.0,3.145215,134.10687,1405.0,2.0,15.0
8.0,2.549155,293.905486,1405.0,2.0,15.0
9.0,2.923333,214.279421,1405.0,2.0,15.0
10.0,2.719992,277.508065,1405.0,2.0,15.0
11.0,2.784535,305.318448,1405.0,2.0,15.0
12.0,3.125951,316.320841,1405.0,2.0,15.0
13.0,2.724734,316.018877,1405.0,2.0,15.0
14.0,2.472964,283.959149,1405.0,2.0,15.0
15.0,3.144246,385.468619,1405.0,2.0,15.0
16.0,2.696574,289.152644,1405.0,2.0,15.0
17.0,3.060255,394.348138,1405.0,2.0,15.0
18.0,2.69061,433.83883,1405.0,2.0,15.0
19.0,3.147365,312.523231,1405.0,2.0,15.0
20.0,2.98453,341.298407,1405.0,2.0,15.0
21.0,2.874519,375.556288,1405.0,2.0,15.0
22.0,2.871007,150.048592,1405.0,2.0,15.0
23.0,3.081926,423.97185,1405.0,2.0,15.0
24.0,3.095732,255.188777,1405.0,2.0,15.0
25.0,2.468283,248.773209,1405.0,2.0,15.0
26.0,2.743572,301.913181,1405.0,2.0,15.0
27.0,2.843989,354.301868,1405.0,2.0,15.0
28.0,3.090434,364.257214,1405.0,2.0,15.0
29.0,2.742662,321.527697,1405.0,2.0,15.0
30.0,2.791049,278.769594,1405.0,2.0,15.0
31.0,3.112024,189.531083,1405.0,2.0,15.0
32.0,3.077715,263.633959,1405.0,2.0,15.0
33.0,2.619804,184.546763,1405.0,2.0,15.0
34.0,2.880189,351.187578,1405.0,2.0,15.0
35.0,3.000467,255.463642,1405.0,2.0,15.0
36.0,2.891118,200.193124,1405.0,2.0,15.0
37.0,3.058134,266.441489,1405.0,2.0,15.0
38.0,2.805666,306.228117,1405.0,2.0,15.0
39.0,2.497897,247.077311,1405.0,2.0,15.0
40.0,2.956061,306.915093,1405.0,2.0,15.0
41.0,2.655325,274.971373,1405.0,2.0,15.0
1.0,3.149293,364.988891,1405.0,3.0,15.0
2.0,2.839158,147.760222,1405.0,3.0,15.0
3.0,3.107389,279.596084,1405.0,3.0,15.0
4.0,3.134822,230.258965,1405.0,3.0,15.0
5.0,3.068185,410.514298,1405.0,3.0,15.0
6.0,3.088137,362.000024,1405.0,3.0,15.0
7.0,2.468448,428.967856,1405.0,3.0,15.0
8.0,2.947565,277.422676,1405.0,3.0,15.0
9.0,2.566954,262.184143,1405.0,3.0,15.0
10.0,2.490706,292.014135,1405.0,3.0,15.0
11.0,2.479775,324.516873,1405.0,3.0,15.0
12.0,2.63977,244.661787,1405.0,3.0,15.0
13.0,3.097149,299.61365,1405.0,3.0,15.0
14.0,2.607438,259.445831,1405.0,3.0,15.0
15.0,3.104142,330.581189,1405.0,3.0,15.0
16.0,2.986365,198.498251,1405.0,3.0,15.0
17.0,2.912671,423.477091,1405.0,3.0,15.0
18.0,2.670135,276.420037,1405.0,3.0,15.0
19.0,3.107982,389.48719,1405.0,3.0,15.0
20.0,2.531737,292.001423,1405.0,3.0,15.0
21.0,2.548232,245.866287,1405.0,3.0,15.0
22.0,2.889393,101.371273,1405.0,3.0,15.0
23.0,2.620181,282.595877,1405.0,3.0,15.0
24.0,2.791097,310.64043,1405.0,3.0,15.0
25.0,2.900052,363.722697,1405.0,3.0,15.0
26.0,2.539048,309.995383,1405.0,3.0,15.0
27.0,2.681178,235.658641,1405.0,3.0,15.0
28.0,2.568352,266.994348,1405.0,3.0,15.0
29.0,3.122315,216.025186,1405.0,3.0,15.0
30.0,2.891449,296.282544,1405.0,3.0,15.0
31.0,2.659256,251.65895,1405.0,3.0,15.0
32.0,2.801428,187.189054,1405.0,3.0,15.0
33.0,3.039588,221.918462,1405.0,3.0,15.0
34.0,2.976797,249.325277,1405.0,3.0,15.0
35.0,2.580119,311.361279,1405.0,3.0,15.0
36.0,2.829637,297.524093,1405.0,3.0,15.0
37.0,2.812431,228.034443,1405.0,3.0,15.0
38.0,2.683818,175.755227,1405.0,3.0,15.0
39.0,2.610545,269.640349,1405.0,3.0,15.0
40.0,3.030931,199.297475,1405.0,3.0,15.0
41.0,2.838139,289.850686,1405.0,3.0,15.0
42.0,2.569739,281.835844,1405.0,3.0,15.0
43.0,2.643549,338.272813,1405.0,3.0,15.0
44.0,2.795979,355.531477,1405.0,3.0,15.0
45.0,2.547078,302.103734,1405.0,3.0,15.0
46.0,2.493437,194.016769,1405.0,3.0,15.0
47.0,2.487972,369.234787,1405.0,3.0,15.0
48.0,2.660811,239.501988,1405.0,3.0,15.0
49.0,2.56134,308.263485,1405.0,3.0,15.0
1.0,3.123155,309.347237,1405.0,4.0,15.0
2.0,3.084238,402.932558,1405.0,4.0,15.0
3.0,2.741666,155.28065,1405.0,4.0,15.0
4.0,2.900745,247.592369,1405.0,4.0,15.0
5.0,2.544419,298.263932,1405.0,4.0,15.0
6.0,2.457254,207.209531,1405.0,4.0,15.0
7.0,2.647202,280.99748,1405.0,4.0,15.0
8.0,2.67349,233.766636,1405.0,4.0,15.0
9.0,2.742246,131.733735,1405.0,4.0,15.0
10.0,2.857079,412.229669,1405.0,4.0,15.0
11.0,2.559074,302.692899,1405.0,4.0,15.0
12.0,2.966396,261.168678,1405.0,4.0,15.0
13.0,3.009083,292.519184,1405.0,4.0,15.0
14.0,3.0724,280.492737,1405.0,4.0,15.0
15.0,2.571644,359.978264,1405.0,4.0,15.0
16.0,2.920365,125.736578,1405.0,4.0,15.0
17.0,2.468345,338.99525,1405.0,4.0,15.0
18.0,3.073586,250.63335,1405.0,4.0,15.0
19.0,2.890399,213.834913,1405.0,4.0,15.0
20.0,2.598011,207.071318,1405.0,4.0,15.0
21.0,2.672537,97.114531,1405.0,4.0,15.0
22.0,2.95289,233.596733,1405.0,4.0,15.0
23.0,3.095373,346.55026,1405.0,4.0,15.0
24.0,2.825196,332.810214,1405.0,4.0,15.0
25.0,2.847252,238.246521,1405.0,4.0,15.0
26.0,3.082023,281.386962,1405.0,4.0,15.0
27.0,2.556534,339.976933,1405.0,4.0,15.0
28.0,2.777309,358.797549,1405.0,4.0,15.0
29.0,3.089029,296.117664,1405.0,4.0,15.0
30.0,2.590091,298.983724,1405.0,4.0,15.0
31.0,2.530283,276.432219,1405.0,4.0,15.0
32.0,2.681192,296.935948,1405.0,4.0,15.0
33.0,3.08932,255.08384,1405.0,4.0,15.0
1.0,3.004665,203.720346,1405.0,5.0,15.0
2.0,2.689023,211.839898,1405.0,5.0,15.0
3.0,2.721663,288.799908,1405.0,5.0,15.0
4.0,2.819223,231.877234,1405.0,5.0,15.0
5.0,2.599549,232.252422,1405.0,5.0,15.0
6.0,2.533586,367.251784,1405.0,5.0,15.0
7.0,3.129008,252.830778,1405.0,5.0,15.0
8.0,2.697983,283.243896,1405.0,5.0,15.0
9.0,2.716162,277.357858,1405.0,5.0,15.0
10.0,2.628326,281.416611,1405.0,5.0,15.0
11.0,2.802073,204.313224,1405.0,5.0,15.0
12.0,2.725424,169.528955,1405.0,5.0,15.0
13.0,2.984561,255.136821,1405.0,5.0,15.0
14.0,3.112088,236.188361,1405.0,5.0,15.0
15.0,2.896606,337.625659,1405.0,5.0,15.0
16.0,2.693821,375.595656,1405.0,5.0,15.0
17.0,2.548794,239.345819,1405.0,5.0,15.0
18.0,3.033562,263.754172,1405.0,5.0,15.0
19.0,2.810995,364.13878,1405.0,5.0,15.0
20.0,3.095702,316.814216,1405.0,5.0,15.0
21.0,2.805311,356.128099,1405.0,5.0,15.0
22.0,2.536661,333.950684,1405.0,5.0,15.0
23.0,2.824877,382.728343,1405.0,5.0,15.0
24.0,3.027426,270.607997,1405.0,5.0,15.0
25.0,2.635474,261.41399,1405.0,5.0,15.0
26.0,2.688197,182.6291,1405.0,5.0,15.0
27.0,3.127613,195.407623,1405.0,5.0,15.0
28.0,3.108978,295.788945,1405.0,5.0,15.0
29.0,2.473948,280.030896,1405.0,5.0,15.0
30.0,2.861776,355.16198,1405.0,5.0,15.0
31.0,2.529054,280.010869,1405.0,5.0,15.0
32.0,2.812531,266.738433,1405.0,5.0,15.0
33.0,3.00441,326.004949,1405.0,5.0,15.0
34.0,2.645923,323.384752,1405.0,5.0,15.0
35.0,3.135005,360.345329,1405.0,5.0,15.0
36.0,3.120071,189.817042,1405.0,5.0,15.0
37.0,2.876714,238.747792,1405.0,5.0,15.0
38.0,3.095375,342.796902,1405.0,5.0,15.0
39.0,2.670596,321.194175,1405.0,5.0,15.0
40.0,2.667366,205.49611,1405.0,5.0,15.0
41.0,2.802439,260.673679,1405.0,5.0,15.0
42.0,2.555187,314.574609,1405.0,5.0,15.0
43.0,2.4587,279.335519,1405.0,5.0,15.0
1.0,2.942743,253.324564,1405.0,6.0,15.0
2.0,2.97478,328.071052,1405.0,6.0,15.0
3.0,2.614919,187.113863,1405.0,6.0,15.0
4.0,2.464867,244.143387,1405.0,6.0,15.0
5.0,2.723165,268.693686,1405.0,6.0,15.0
6.0,3.109443,307.666375,1405.0,6.0,15.0
7.0,2.468268,378.540723,1405.0,6.0,15.0
8.0,2.531467,339.334689,1405.0,6.0,15.0
9.0,2.582686,118.436052,1405.0,6.0,15.0
10.0,3.064448,267.082356,1405.0,6.0,15.0
11.0,2.956805,260.806403,1405.0,6.0,15.0
12.0,2.74042,218.587932,1405.0,6.0,15.0
13.0,2.77455,301.940423,1405.0,6.0,15.0
14.0,2.450602,286.82552,1405.0,6.0,15.0
15.0,2.922475,249.181029,1405.0,6.0,15.0
16.0,2.962972,308.850706,1405.0,6.0,15.0
17.0,2.546952,213.750793,1405.0,6.0,15.0
18.0,3.119654,280.410708,1405.0,6.0,15.0
19.0,2.562849,294.286896,1405.0,6.0,15.0
20.0,2.814236,260.593877,1405.0,6.0,15.0
21.0,3.118693,317.409968,1405.0,6.0,15.0
22.0,2.495969,350.369223,1405.0,6.0,15.0
23.0,2.815647,301.888892,1405.0,6.0,15.0
24.0,2.851096,159.412744,1405.0,6.0,15.0
25.0,2.894411,261.602505,1405.0,6.0,15.0
26.0,2.568921,272.509169,1405.0,6.0,15.0
27.0,2.851635,283.998476,1405.0,6.0,15.0
28.0,3.145957,200.957459,1405.0,6.0,15.0
29.0,2.688175,351.995878,1405.0,6.0,15.0
30.0,2.552255,234.943923,1405.0,6.0,15.0
31.0,2.487682,293.680763,1405.0,6.0,15.0
32.0,3.049089,223.776093,1405.0,6.0,15.0
33.0,2.546643,263.620635,1405.0,6.0,15.0
34.0,2.820495,232.209126,1405.0,6.0,15.0
35.0,2.519744,396.53355,1405.0,6.0,15.0
36.0,3.020817,89.611668,1405.0,6.0,15.0
1.0,2.942068,131.435055,1405.0,7.0,15.0
2.0,2.96557,284.360574,1405.0,7.0,15.0
3.0,2.941833,302.74064,1405.0,7.0,15.0
4.0,2.677256,197.11053,1405.0,7.0,15.0
5.0,2.936855,192.501452,1405.0,7.0,15.0
6.0,3.023969,186.473054,1405.0,7.0,15.0
7.0,2.903336,274.328119,1405.0,7.0,15.0
8.0,3.061856,281.690875,1405.0,7.0,15.0
9.0,3.149864,253.081186,1405.0,7.0,15.0
10.0,2.986703,285.487535,1405.0,7.0,15.0
11.0,2.5462,313.644569,1405.0,7.0,15.0
12.0,3.13981,374.088032,1405.0,7.0,15.0
13.0,2.766708,398.059694,1405.0,7.0,15.0
14.0,2.630843,295.036047,1405.0,7.0,15.0
15.0,2.738728,236.792315,1405.0,7.0,15.0
16.0,2.587855,165.398928,1405.0,7.0,15.0
17.0,2.708831,348.019062,1405.0,7.0,15.0
18.0,2.91484,276.796913,1405.0,7.0,15.0
19.0,2.642925,325.426735,1405.0,7.0,15.0
