No,Size,Intensity,Animal_number,Picture_number,Age
20.0,2.501772,258.900954,1334.0,5.0,18.0
21.0,2.42208,227.976128,1334.0,5.0,18.0
22.0,2.741922,271.701892,1334.0,5.0,18.0
23.0,3.056508,260.912154,1334.0,5.0,18.0
24.0,2.86878,384.748751,1334.0,5.0,18.0
25.0,2.933642,317.763803,1334.0,5.0,18.0
26.0,2.620083,298.562656,1334.0,5.0,18.0
27.0,2.401935,258.909043,1334.0,5.0,18.0
28.0,3.004001,222.8162,1334.0,5.0,18.0
29.0,2.441199,218.697083,1334.0,5.0,18.0
30.0,2.983467,254.631268,1334.0,5.0,18.0
31.0,2.5614,300.855248,1334.0,5.0,18.0
32.0,2.838795,286.314307,1334.0,5.0,18.0
33.0,2.842969,253.108336,1334.0,5.0,18.0
34.0,2.525615,339.408946,1334.0,5.0,18.0
35.0,2.455199,194.570792,1334.0,5.0,18.0
36.0,2.541996,223.986411,1334.0,5.0,18.0
37.0,2.908317,270.806634,1334.0,5.0,18.0
38.0,2.695981,303.887859,1334.0,5.0,18.0
39.0,2.672056,309.236229,1334.0,5.0,18.0
40.0,2.811869,222.822432,1334.0,5.0,18.0
41.0,2.79649,331.999221,1334.0,5.0,18.0
42.0,2.938134,309.975371,1334.0,5.0,18.0
43.0,2.999165,270.817022,1334.0,5.0,18.0
44.0,2.556375,311.842431,1334.0,5.0,18.0
45.0,2.970287,378.63299,1334.0,5.0,18.0
46.0,2.693594,380.419399,1334.0,5.0,18.0
47.0,3.087038,281.210892,1334.0,5.0,18.0
1.0,2.706452,357.13242,1334.0,6.0,18.0
2.0,2.658552,369.633141,1334.0,6.0,18.0
3.0,2.458993,424.769307,1334.0,6.0,18.0
4.0,2.522967,292.691032,1334.0,6.0,18.0
5.0,2.492051,171.489619,1334.0,6.0,18.0
6.0,2.618555,218.152826,1334.0,6.0,18.0
7.0,2.990554,273.407462,1334.0,6.0,18.0
8.0,2.444802,279.006772,1334.0,6.0,18.0
9.0,2.670302,169.108226,1334.0,6.0,18.0
10.0,2.663175,296.569157,1334.0,6.0,18.0
11.0,2.483269,233.575637,1334.0,6.0,18.0
12.0,2.767788,312.825963,1334.0,6.0,18.0
13.0,2.944641,330.280795,1334.0,6.0,18.0
14.0,2.577427,303.151322,1334.0,6.0,18.0
15.0,2.682884,242.241806,1334.0,6.0,18.0
16.0,2.933614,375.065081,1334.0,6.0,18.0
17.0,2.580628,283.142466,1334.0,6.0,18.0
18.0,2.798157,281.025906,1334.0,6.0,18.0
19.0,2.992428,163.054621,1334.0,6.0,18.0
20.0,2.565679,346.21097,1334.0,6.0,18.0
21.0,2.986142,346.866642,1334.0,6.0,18.0
22.0,2.982646,268.03848,1334.0,6.0,18.0
23.0,2.704964,338.04203,1334.0,6.0,18.0
24.0,2.424513,340.334622,1334.0,6.0,18.0
25.0,2.637383,341.911151,1334.0,6.0,18.0
26.0,2.559504,323.901093,1334.0,6.0,18.0
27.0,2.737415,261.932363,1334.0,6.0,18.0
28.0,2.834943,243.855855,1334.0,6.0,18.0
29.0,3.024553,214.068072,1334.0,6.0,18.0
30.0,2.404536,210.924856,1334.0,6.0,18.0
31.0,2.745379,188.52283,1334.0,6.0,18.0
32.0,3.043541,277.754385,1334.0,6.0,18.0
33.0,2.648397,330.839158,1334.0,6.0,18.0
1.0,2.980541,345.150985,1334.0,7.0,18.0
2.0,3.037955,343.979277,1334.0,7.0,18.0
3.0,3.088247,169.908756,1334.0,7.0,18.0
4.0,2.77317,369.476259,1334.0,7.0,18.0
5.0,2.760001,229.646295,1334.0,7.0,18.0
6.0,2.843043,314.896414,1334.0,7.0,18.0
7.0,2.878004,305.828191,1334.0,7.0,18.0
8.0,2.41904,356.000865,1334.0,7.0,18.0
9.0,2.825406,254.535503,1334.0,7.0,18.0
10.0,2.442996,319.573674,1334.0,7.0,18.0
11.0,2.509575,135.639321,1334.0,7.0,18.0
12.0,2.580858,230.500951,1334.0,7.0,18.0
13.0,2.716874,350.261846,1334.0,7.0,18.0
14.0,2.726104,242.629912,1334.0,7.0,18.0
15.0,3.060582,340.710884,1334.0,7.0,18.0
16.0,3.01608,296.968981,1334.0,7.0,18.0
17.0,2.937576,232.144034,1334.0,7.0,18.0
18.0,2.851441,246.617365,1334.0,7.0,18.0
19.0,2.614603,328.458796,1334.0,7.0,18.0
20.0,2.598099,191.173749,1334.0,7.0,18.0
21.0,3.062303,178.3167,1334.0,7.0,18.0
22.0,2.419906,264.846961,1334.0,7.0,18.0
23.0,3.092044,306.179189,1334.0,7.0,18.0
24.0,2.511266,331.874248,1334.0,7.0,18.0
25.0,3.032642,325.666697,1334.0,7.0,18.0
26.0,3.088342,202.873465,1334.0,7.0,18.0
27.0,2.895363,346.00178,1334.0,7.0,18.0
28.0,2.400453,428.946687,1334.0,7.0,18.0
29.0,2.849586,202.983148,1334.0,7.0,18.0
30.0,2.531978,185.274485,1334.0,7.0,18.0
31.0,2.869853,262.230905,1334.0,7.0,18.0
32.0,2.802877,218.231473,1334.0,7.0,18.0
33.0,2.499716,335.338067,1334.0,7.0,18.0
34.0,2.540795,339.099744,1334.0,7.0,18.0
35.0,2.415871,281.900421,1334.0,7.0,18.0
36.0,2.63584,203.847067,1334.0,7.0,18.0
37.0,2.938653,266.213185,1334.0,7.0,18.0
38.0,2.724454,229.629321,1334.0,7.0,18.0
39.0,2.882039,261.752579,1334.0,7.0,18.0
40.0,2.795359,292.819404,1334.0,7.0,18.0
41.0,2.932476,252.49471,1334.0,7.0,18.0
42.0,2.615277,248.009983,1334.0,7.0,18.0
43.0,2.545567,334.08656,1334.0,7.0,18.0
44.0,2.785408,271.434327,1334.0,7.0,18.0
45.0,2.787194,199.530324,1334.0,7.0,18.0
46.0,2.519838,307.699043,1334.0,7.0,18.0
47.0,2.448686,338.332353,1334.0,7.0,18.0
1.0,2.944584,264.01135,1334.0,8.0,18.0
2.0,2.551247,394.551845,1334.0,8.0,18.0
3.0,2.430719,295.832242,1334.0,8.0,18.0
4.0,2.708141,265.552792,1334.0,8.0,18.0
5.0,2.629474,193.532073,1334.0,8.0,18.0
6.0,2.528256,265.431083,1334.0,8.0,18.0
7.0,3.000619,310.766968,1334.0,8.0,18.0
8.0,2.821789,288.461041,1334.0,8.0,18.0
9.0,2.655138,276.548716,1334.0,8.0,18.0
10.0,2.75019,292.758752,1334.0,8.0,18.0
11.0,2.402042,375.395087,1334.0,8.0,18.0
12.0,2.774997,254.308377,1334.0,8.0,18.0
13.0,2.703341,307.739933,1334.0,8.0,18.0
14.0,2.95948,288.201525,1334.0,8.0,18.0
15.0,3.027747,352.528146,1334.0,8.0,18.0
16.0,3.068223,298.029488,1334.0,8.0,18.0
17.0,3.058971,298.574952,1334.0,8.0,18.0
18.0,3.003772,301.199434,1334.0,8.0,18.0
19.0,2.81497,252.809149,1334.0,8.0,18.0
20.0,2.80392,310.154876,1334.0,8.0,18.0
21.0,2.703735,331.087394,1334.0,8.0,18.0
22.0,2.889156,211.196798,1334.0,8.0,18.0
23.0,2.842996,369.98681,1334.0,8.0,18.0
24.0,3.068126,310.313421,1334.0,8.0,18.0
25.0,2.404173,238.870697,1334.0,8.0,18.0
26.0,2.889401,216.532715,1334.0,8.0,18.0
27.0,2.822355,289.846589,1334.0,8.0,18.0
28.0,2.765207,315.744061,1334.0,8.0,18.0
29.0,2.605872,317.640927,1334.0,8.0,18.0
30.0,2.80012,326.716776,1334.0,8.0,18.0
31.0,2.525861,270.96226,1334.0,8.0,18.0
32.0,2.834409,277.29645,1334.0,8.0,18.0
1.0,2.646445,293.214137,1355.0,1.0,16.0
2.0,2.645397,273.425022,1355.0,1.0,16.0
3.0,2.716408,313.197299,1355.0,1.0,16.0
4.0,3.00759,348.282891,1355.0,1.0,16.0
5.0,3.131219,353.33859,1355.0,1.0,16.0
6.0,2.563709,299.749357,1355.0,1.0,16.0
7.0,2.512436,314.45224,1355.0,1.0,16.0
8.0,2.951519,143.605201,1355.0,1.0,16.0
9.0,3.090597,328.253082,1355.0,1.0,16.0
10.0,2.720223,310.254753,1355.0,1.0,16.0
11.0,2.658511,223.260326,1355.0,1.0,16.0
12.0,2.838298,183.448308,1355.0,1.0,16.0
13.0,2.701486,153.498848,1355.0,1.0,16.0
14.0,2.7906,358.493852,1355.0,1.0,16.0
15.0,2.583671,214.877936,1355.0,1.0,16.0
16.0,2.60331,180.544268,1355.0,1.0,16.0
17.0,2.454999,281.153139,1355.0,1.0,16.0
18.0,2.571944,437.553407,1355.0,1.0,16.0
19.0,2.927124,288.414745,1355.0,1.0,16.0
20.0,2.597747,204.84119,1355.0,1.0,16.0
21.0,2.786259,239.234125,1355.0,1.0,16.0
22.0,2.92653,249.767673,1355.0,1.0,16.0
23.0,2.639838,342.602346,1355.0,1.0,16.0
24.0,2.922023,254.07861,1355.0,1.0,16.0
25.0,2.571921,370.306186,1355.0,1.0,16.0
26.0,2.688383,225.996496,1355.0,1.0,16.0
27.0,3.067358,270.942871,1355.0,1.0,16.0
28.0,2.690029,243.358317,1355.0,1.0,16.0
29.0,2.956031,205.957201,1355.0,1.0,16.0
30.0,3.064185,369.574331,1355.0,1.0,16.0
31.0,2.529971,251.349226,1355.0,1.0,16.0
32.0,2.815281,264.520162,1355.0,1.0,16.0
33.0,3.122622,243.849215,1355.0,1.0,16.0
34.0,2.450057,249.628666,1355.0,1.0,16.0
35.0,2.530851,280.59141,1355.0,1.0,16.0
36.0,2.817024,273.168802,1355.0,1.0,16.0
37.0,2.710236,319.142122,1355.0,1.0,16.0
38.0,2.9826,171.139508,1355.0,1.0,16.0
39.0,2.792734,290.645242,1355.0,1.0,16.0
40.0,2.849797,263.020905,1355.0,1.0,16.0
41.0,2.992699,300.437904,1355.0,1.0,16.0
42.0,2.920584,269.684945,1355.0,1.0,16.0
43.0,3.144468,225.273588,1355.0,1.0,16.0
44.0,2.963463,295.64092,1355.0,1.0,16.0
45.0,3.072813,282.779992,1355.0,1.0,16.0
46.0,2.696422,249.426674,1355.0,1.0,16.0
1.0,3.114429,358.637903,1355.0,2.0,16.0
2.0,2.826881,312.640683,1355.0,2.0,16.0
3.0,2.692327,291.15175,1355.0,2.0,16.0
4.0,3.026551,341.151735,1355.0,2.0,16.0
5.0,3.050281,272.945601,1355.0,2.0,16.0
6.0,3.038519,222.947861,1355.0,2.0,16.0
7.0,3.072127,306.014233,1355.0,2.0,16.0
8.0,2.881021,319.603736,1355.0,2.0,16.0
9.0,2.991147,249.747951,1355.0,2.0,16.0
10.0,2.608101,273.559102,1355.0,2.0,16.0
11.0,3.044611,224.083434,1355.0,2.0,16.0
12.0,2.822608,203.45192,1355.0,2.0,16.0
13.0,2.950077,260.296061,1355.0,2.0,16.0
14.0,3.062629,371.585752,1355.0,2.0,16.0
15.0,2.61307,197.475454,1355.0,2.0,16.0
16.0,2.98059,249.729158,1355.0,2.0,16.0
17.0,2.870794,276.346318,1355.0,2.0,16.0
18.0,3.026252,364.584186,1355.0,2.0,16.0
19.0,2.734735,270.992945,1355.0,2.0,16.0
20.0,2.730361,225.014468,1355.0,2.0,16.0
21.0,2.976656,273.860402,1355.0,2.0,16.0
22.0,2.934771,197.405918,1355.0,2.0,16.0
23.0,3.091733,318.907724,1355.0,2.0,16.0
24.0,2.70521,292.185056,1355.0,2.0,16.0
25.0,3.145375,336.289702,1355.0,2.0,16.0
26.0,2.979732,388.445475,1355.0,2.0,16.0
27.0,2.709232,239.918724,1355.0,2.0,16.0
28.0,2.484776,251.003103,1355.0,2.0,16.0
29.0,2.693569,264.68944,1355.0,2.0,16.0
30.0,3.147815,345.865841,1355.0,2.0,16.0
31.0,3.061568,257.819244,1355.0,2.0,16.0
32.0,2.455085,198.537634,1355.0,2.0,16.0
33.0,2.78678,232.127529,1355.0,2.0,16.0
34.0,2.554652,268.139648,1355.0,2.0,16.0
35.0,3.138488,294.415317,1355.0,2.0,16.0
36.0,2.896195,180.975825,1355.0,2.0,16.0
37.0,3.065095,233.535679,1355.0,2.0,16.0
38.0,2.753769,271.470068,1355.0,2.0,16.0
39.0,2.506246,346.524182,1355.0,2.0,16.0
1.0,2.606973,192.833374,1355.0,3.0,16.0
2.0,3.041686,182.735338,1355.0,3.0,16.0
3.0,3.055565,323.817129,1355.0,3.0,16.0
4.0,2.858285,374.95337,1355.0,3.0,16.0
5.0,2.660909,253.49597,1355.0,3.0,16.0
6.0,2.652357,369.946721,1355.0,3.0,16.0
7.0,2.818339,206.64159,1355.0,3.0,16.0
8.0,3.103787,332.262686,1355.0,3.0,16.0
9.0,2.965965,138.421421,1355.0,3.0,16.0
10.0,2.825719,257.689908,1355.0,3.0,16.0
11.0,3.101085,250.338805,1355.0,3.0,16.0
12.0,2.674207,128.729359,1355.0,3.0,16.0
13.0,2.561786,296.484886,1355.0,3.0,16.0
14.0,2.981894,280.661255,1355.0,3.0,16.0
15.0,3.054978,196.357152,1355.0,3.0,16.0
16.0,2.535234,201.060739,1355.0,3.0,16.0
17.0,3.148317,326.393989,1355.0,3.0,16.0
18.0,2.862914,263.98644,1355.0,3.0,16.0
19.0,2.533198,383.220812,1355.0,3.0,16.0
20.0,2.631528,340.146007,1355.0,3.0,16.0
21.0,2.830845,324.530588,1355.0,3.0,16.0
22.0,3.092244,285.760454,1355.0,3.0,16.0
23.0,3.110062,214.631519,1355.0,3.0,16.0
24.0,2.97304,347.715757,1355.0,3.0,16.0
25.0,2.4514,355.315277,1355.0,3.0,16.0
26.0,2.634171,252.844225,1355.0,3.0,16.0
27.0,2.725441,205.9697,1355.0,3.0,16.0
28.0,3.04228,165.218839,1355.0,3.0,16.0
29.0,3.081228,402.34764,1355.0,3.0,16.0
30.0,2.793453,243.661333,1355.0,3.0,16.0
31.0,2.809751,312.268235,1355.0,3.0,16.0
32.0,2.623034,296.229635,1355.0,3.0,16.0
33.0,3.003425,306.881579,1355.0,3.0,16.0
34.0,2.45322,226.054227,1355.0,3.0,16.0
35.0,2.573106,312.587562,1355.0,3.0,16.0
36.0,2.878664,242.223342,1355.0,3.0,16.0
37.0,2.486302,287.369857,1355.0,3.0,16.0
38.0,2.926315,375.936879,1355.0,3.0,16.0
39.0,3.13334,360.135564,1355.0,3.0,16.0
40.0,3.106315,316.486026,1355.0,3.0,16.0
41.0,2.673839,242.898939,1355.0,3.0,16.0
42.0,2.732998,218.847611,1355.0,3.0,16.0
1.0,2.619715,276.922072,1355.0,4.0,16.0
2.0,2.908199,150.520026,1355.0,4.0,16.0
3.0,3.115749,274.32238,1355.0,4.0,16.0
4.0,2.803097,311.516479,1355.0,4.0,16.0
5.0,2.560947,429.799822,1355.0,4.0,16.0
6.0,3.114987,294.226081,1355.0,4.0,16.0
7.0,2.969681,389.758247,1355.0,4.0,16.0
8.0,2.705156,267.521784,1355.0,4.0,16.0
9.0,2.624247,273.424559,1355.0,4.0,16.0
10.0,3.069114,235.004259,1355.0,4.0,16.0
11.0,2.916613,403.603756,1355.0,4.0,16.0
12.0,3.131667,250.007609,1355.0,4.0,16.0
13.0,3.091128,185.02596,1355.0,4.0,16.0
14.0,2.555907,268.400198,1355.0,4.0,16.0
15.0,2.480071,322.848735,1355.0,4.0,16.0
16.0,2.843396,274.107386,1355.0,4.0,16.0
17.0,2.769253,300.619677,1355.0,4.0,16.0
18.0,2.903004,363.198677,1355.0,4.0,16.0
19.0,2.818096,255.363788,1355.0,4.0,16.0
20.0,2.817362,316.854617,1355.0,4.0,16.0
21.0,3.082055,317.290207,1355.0,4.0,16.0
22.0,2.49209,260.441913,1355.0,4.0,16.0
23.0,3.052875,269.600914,1355.0,4.0,16.0
24.0,3.058689,230.716299,1355.0,4.0,16.0
25.0,2.479484,203.100308,1355.0,4.0,16.0
26.0,3.122986,223.521965,1355.0,4.0,16.0
27.0,2.588779,391.926215,1355.0,4.0,16.0
28.0,3.047444,326.026013,1355.0,4.0,16.0
29.0,2.919403,250.093831,1355.0,4.0,16.0
30.0,2.495076,267.03811,1355.0,4.0,16.0
31.0,2.767165,253.247285,1355.0,4.0,16.0
32.0,2.890044,280.037366,1355.0,4.0,16.0
33.0,2.851666,310.733065,1355.0,4.0,16.0
34.0,2.669451,349.657244,1355.0,4.0,16.0
35.0,2.498493,247.607314,1355.0,4.0,16.0
36.0,2.600542,226.326874,1355.0,4.0,16.0
37.0,2.897976,317.051753,1355.0,4.0,16.0
38.0,2.779062,445.991575,1355.0,4.0,16.0
39.0,3.144583,364.027087,1355.0,4.0,16.0
40.0,2.877799,296.636925,1355.0,4.0,16.0
41.0,3.047439,191.560756,1355.0,4.0,16.0
42.0,3.097237,279.187771,1355.0,4.0,16.0
1.0,3.142524,298.480408,1355.0,5.0,16.0
2.0,2.985476,227.511305,1355.0,5.0,16.0
3.0,2.482706,317.10173,1355.0,5.0,16.0
4.0,3.018415,361.626183,1355.0,5.0,16.0
5.0,2.465074,339.591069,1355.0,5.0,16.0
6.0,2.702392,325.140204,1355.0,5.0,16.0
7.0,2.632276,199.119996,1355.0,5.0,16.0
8.0,2.832918,276.369469,1355.0,5.0,16.0
9.0,3.124863,380.539697,1355.0,5.0,16.0
10.0,3.1268,280.687868,1355.0,5.0,16.0
11.0,2.468071,219.757542,1355.0,5.0,16.0
12.0,2.973343,243.643617,1355.0,5.0,16.0
13.0,2.612756,282.548849,1355.0,5.0,16.0
14.0,2.452581,225.342074,1355.0,5.0,16.0
15.0,2.633189,288.141869,1355.0,5.0,16.0
16.0,3.141245,295.709694,1355.0,5.0,16.0
17.0,2.650519,260.712838,1355.0,5.0,16.0
18.0,2.715862,169.809663,1355.0,5.0,16.0
19.0,2.813842,284.143826,1355.0,5.0,16.0
20.0,2.841397,437.345507,1355.0,5.0,16.0
21.0,2.681852,340.80604,1355.0,5.0,16.0
22.0,2.867731,343.781459,1355.0,5.0,16.0
23.0,2.74348,335.119164,1355.0,5.0,16.0
24.0,2.867456,210.656575,1355.0,5.0,16.0
25.0,2.496143,252.197754,1355.0,5.0,16.0
26.0,2.904006,274.38757,1355.0,5.0,16.0
27.0,2.719846,286.893654,1355.0,5.0,16.0
28.0,2.995324,405.752252,1355.0,5.0,16.0
29.0,2.944558,271.274648,1355.0,5.0,16.0
30.0,2.798957,329.209815,1355.0,5.0,16.0
31.0,2.531052,312.955729,1355.0,5.0,16.0
32.0,2.683215,343.821845,1355.0,5.0,16.0
33.0,2.966265,188.898738,1355.0,5.0,16.0
34.0,3.107642,267.470317,1355.0,5.0,16.0
35.0,2.581734,242.71006,1355.0,5.0,16.0
36.0,2.579177,243.412714,1355.0,5.0,16.0
37.0,2.658255,218.387837,1355.0,5.0,16.0
38.0,2.511628,202.474312,1355.0,5.0,16.0
39.0,2.491193,248.657487,1355.0,5.0,16.0
40.0,2.924092,263.46971,1355.0,5.0,16.0
41.0,2.980582,383.045466,1355.0,5.0,16.0
42.0,3.140296,289.898262,1355.0,5.0,16.0
43.0,2.655892,342.972348,1355.0,5.0,16.0
44.0,2.94546,242.577451,1355.0,5.0,16.0
45.0,2.544734,264.288836,1355.0,5.0,16.0
1.0,2.428764,163.473793,912.0,5.0,23.0
2.0,2.197203,404.392758,912.0,5.0,23.0
3.0,2.128936,301.301403,912.0,5.0,23.0
4.0,2.578005,277.692738,912.0,5.0,23.0
5.0,2.628819,237.287193,912.0,5.0,23.0
6.0,2.305138,272.211556,912.0,5.0,23.0
7.0,2.240386,273.385978,912.0,5.0,23.0
8.0,2.197493,363.820215,912.0,5.0,23.0
9.0,2.297477,275.858786,912.0,5.0,23.0
10.0,2.534304,312.233259,912.0,5.0,23.0
11.0,2.312304,249.998672,912.0,5.0,23.0
12.0,2.481649,271.393668,912.0,5.0,23.0
13.0,2.51482,327.079667,912.0,5.0,23.0
14.0,2.306465,285.011744,912.0,5.0,23.0
15.0,2.36986,383.459297,912.0,5.0,23.0
16.0,2.201305,239.38724,912.0,5.0,23.0
17.0,2.604505,345.872216,912.0,5.0,23.0
18.0,2.663475,245.04987,912.0,5.0,23.0
19.0,2.13186,270.68752,912.0,5.0,23.0
20.0,2.022967,342.808765,912.0,5.0,23.0
21.0,2.317513,234.65239,912.0,5.0,23.0
22.0,2.16124,248.400068,912.0,5.0,23.0
23.0,2.185707,216.430388,912.0,5.0,23.0
24.0,2.598012,234.307108,912.0,5.0,23.0
25.0,2.362347,179.391922,912.0,5.0,23.0
26.0,2.298681,245.530857,912.0,5.0,23.0
27.0,2.048173,246.227047,912.0,5.0,23.0
28.0,2.140268,312.044958,912.0,5.0,23.0
29.0,2.496152,282.187405,912.0,5.0,23.0
30.0,2.495843,226.370249,912.0,5.0,23.0
31.0,2.53327,353.678348,912.0,5.0,23.0
32.0,2.162702,314.412641,912.0,5.0,23.0
33.0,2.10596,375.05167,912.0,5.0,23.0
34.0,2.250266,310.363703,912.0,5.0,23.0
35.0,2.189135,222.59125,912.0,5.0,23.0
1.0,2.870505,255.350811,1355.0,6.0,16.0
2.0,2.81582,301.424667,1355.0,6.0,16.0
3.0,2.98733,289.881995,1355.0,6.0,16.0
4.0,2.533909,348.726466,1355.0,6.0,16.0
5.0,3.058364,251.756697,1355.0,6.0,16.0
6.0,3.118239,204.182017,1355.0,6.0,16.0
7.0,2.462872,293.355064,1355.0,6.0,16.0
8.0,2.757605,311.948445,1355.0,6.0,16.0
9.0,2.974572,227.879906,1355.0,6.0,16.0
10.0,2.598794,125.75347,1355.0,6.0,16.0
11.0,2.700819,229.501314,1355.0,6.0,16.0
12.0,2.909358,282.038914,1355.0,6.0,16.0
13.0,3.086921,224.970086,1355.0,6.0,16.0
14.0,3.069826,198.446118,1355.0,6.0,16.0
15.0,2.486259,166.932585,1355.0,6.0,16.0
16.0,2.851232,245.679596,1355.0,6.0,16.0
17.0,2.809435,275.898976,1355.0,6.0,16.0
18.0,2.507911,374.132024,1355.0,6.0,16.0
19.0,2.515751,313.464036,1355.0,6.0,16.0
20.0,2.657621,315.661376,1355.0,6.0,16.0
21.0,2.930932,259.138049,1355.0,6.0,16.0
22.0,2.591593,210.761749,1355.0,6.0,16.0
23.0,2.674234,231.7157,1355.0,6.0,16.0
24.0,2.965276,343.254948,1355.0,6.0,16.0
25.0,3.066025,315.728554,1355.0,6.0,16.0
26.0,2.855656,258.04568,1355.0,6.0,16.0
27.0,3.019604,232.927498,1355.0,6.0,16.0
28.0,2.885709,256.503893,1355.0,6.0,16.0
29.0,2.631032,298.57999,1355.0,6.0,16.0
30.0,2.662793,383.770469,1355.0,6.0,16.0
31.0,2.877502,311.616363,1355.0,6.0,16.0
32.0,2.945353,227.459038,1355.0,6.0,16.0
33.0,2.832392,294.72067,1355.0,6.0,16.0
34.0,2.809626,278.709018,1355.0,6.0,16.0
35.0,2.649978,183.53467,1355.0,6.0,16.0
36.0,3.088549,289.978086,1355.0,6.0,16.0
37.0,2.620455,288.712619,1355.0,6.0,16.0
38.0,2.679157,341.277798,1355.0,6.0,16.0
39.0,2.519147,268.70269,1355.0,6.0,16.0
40.0,2.460394,199.868317,1355.0,6.0,16.0
41.0,3.023254,335.584519,1355.0,6.0,16.0
42.0,3.000463,339.796379,1355.0,6.0,16.0
43.0,3.038859,227.754426,1355.0,6.0,16.0
1.0,2.726923,343.30744,1355.0,7.0,16.0
2.0,3.029978,315.448532,1355.0,7.0,16.0
3.0,3.101815,349.779819,1355.0,7.0,16.0
4.0,2.911044,371.736411,1355.0,7.0,16.0
5.0,2.793731,226.672043,1355.0,7.0,16.0
6.0,2.935126,256.650883,1355.0,7.0,16.0
7.0,3.05053,303.804441,1355.0,7.0,16.0
8.0,2.475141,259.269687,1355.0,7.0,16.0
9.0,2.942513,314.604334,1355.0,7.0,16.0
10.0,2.922567,288.642404,1355.0,7.0,16.0
11.0,2.667894,299.688217,1355.0,7.0,16.0
12.0,2.956272,272.524445,1355.0,7.0,16.0
13.0,2.837558,264.042709,1355.0,7.0,16.0
14.0,3.038704,269.556576,1355.0,7.0,16.0
15.0,2.454816,232.469138,1355.0,7.0,16.0
16.0,3.127032,344.303744,1355.0,7.0,16.0
17.0,2.882095,270.065531,1355.0,7.0,16.0
18.0,3.061684,239.867325,1355.0,7.0,16.0
19.0,2.678079,255.633051,1355.0,7.0,16.0
20.0,2.882564,220.448272,1355.0,7.0,16.0
21.0,2.545537,113.963263,1355.0,7.0,16.0
22.0,2.58935,358.920615,1355.0,7.0,16.0
23.0,3.013963,332.977252,1355.0,7.0,16.0
24.0,2.746372,387.956887,1355.0,7.0,16.0
25.0,3.133883,294.774109,1355.0,7.0,16.0
26.0,3.051991,213.398049,1355.0,7.0,16.0
27.0,2.893725,363.392119,1355.0,7.0,16.0
28.0,2.633078,247.913608,1355.0,7.0,16.0
29.0,2.503735,260.807704,1355.0,7.0,16.0
30.0,2.74233,310.279777,1355.0,7.0,16.0
31.0,2.671513,262.46422,1355.0,7.0,16.0
32.0,2.668812,250.381753,1355.0,7.0,16.0
33.0,2.91572,136.361281,1355.0,7.0,16.0
34.0,2.676238,327.239344,1355.0,7.0,16.0
35.0,2.672052,328.317394,1355.0,7.0,16.0
36.0,2.868637,276.284957,1355.0,7.0,16.0
37.0,3.059111,191.469373,1355.0,7.0,16.0
38.0,2.756691,329.905039,1355.0,7.0,16.0
39.0,3.032377,200.505345,1355.0,7.0,16.0
40.0,2.478459,299.472162,1355.0,7.0,16.0
41.0,3.105818,302.966544,1355.0,7.0,16.0
42.0,2.789447,257.928677,1355.0,7.0,16.0
43.0,2.885567,211.519584,1355.0,7.0,16.0
44.0,2.7251,349.31043,1355.0,7.0,16.0
45.0,3.015255,418.939338,1355.0,7.0,16.0
46.0,2.588286,191.928493,1355.0,7.0,16.0
47.0,2.511064,293.970791,1355.0,7.0,16.0
1.0,3.011266,217.686239,1355.0,8.0,16.0
2.0,2.708471,115.808828,1355.0,8.0,16.0
3.0,3.014433,378.571871,1355.0,8.0,16.0
4.0,2.81322,461.48715,1355.0,8.0,16.0
5.0,2.687909,303.568433,1355.0,8.0,16.0
6.0,2.659184,358.688342,1355.0,8.0,16.0
7.0,3.094218,209.498723,1355.0,8.0,16.0
8.0,3.046937,344.841133,1355.0,8.0,16.0
9.0,2.74057,242.942035,1355.0,8.0,16.0
10.0,3.015651,301.995078,1355.0,8.0,16.0
11.0,2.743531,163.640049,1355.0,8.0,16.0
12.0,3.08112,323.014337,1355.0,8.0,16.0
13.0,2.45831,316.935795,1355.0,8.0,16.0
14.0,2.551548,237.246927,1355.0,8.0,16.0
15.0,2.650119,302.577337,1355.0,8.0,16.0
16.0,2.846053,230.733919,1355.0,8.0,16.0
17.0,3.082559,318.451945,1355.0,8.0,16.0
18.0,2.58617,281.613262,1355.0,8.0,16.0
19.0,2.609667,352.601877,1355.0,8.0,16.0
20.0,2.471856,454.801979,1355.0,8.0,16.0
21.0,2.492664,356.693145,1355.0,8.0,16.0
22.0,2.936265,289.446966,1355.0,8.0,16.0
23.0,2.854121,298.069588,1355.0,8.0,16.0
24.0,3.119577,353.660212,1355.0,8.0,16.0
25.0,3.029505,308.087481,1355.0,8.0,16.0
26.0,2.904569,291.30176,1355.0,8.0,16.0
27.0,3.14215,334.257365,1355.0,8.0,16.0
28.0,2.969744,137.392065,1355.0,8.0,16.0
29.0,2.590032,305.204349,1355.0,8.0,16.0
30.0,3.076179,283.547677,1355.0,8.0,16.0
31.0,2.678462,361.151482,1355.0,8.0,16.0
32.0,2.58921,285.231964,1355.0,8.0,16.0
33.0,3.00665,254.186449,1355.0,8.0,16.0
34.0,2.703084,309.19223,1355.0,8.0,16.0
35.0,2.78601,250.96351,1355.0,8.0,16.0
36.0,2.635742,172.937903,1355.0,8.0,16.0
37.0,3.07998,433.001125,1355.0,8.0,16.0
38.0,2.574237,324.312701,1355.0,8.0,16.0
1.0,2.580643,337.791051,875.0,1.0,22.0
